iter,objective,truck,lateness,energy,drone_bonus,peak_kW,energy_kWh
1,10.8928079275961,0,0,12.3928079275961,-1.5,3,30.9820198189902
2,31128.4758567129,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
3,62020.3933785575,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
4,88211.4923758886,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
5,117539.791022912,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
6,154707.577363366,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
7,185612.103442768,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
8,231494.387328813,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
9,247394.761348175,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
10,258000.114059486,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
11,293493.77767124,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
12,315282.943116607,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
13,370980.862575193,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
14,401873.401322857,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
15,410797.940697155,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
16,463664.857312729,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
17,469462.009945405,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
18,540111.048487845,321.54997940758,0,6.35089189031226,-0.95,3,15.8772297257807
19,556352.972654266,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
20,544398.324945319,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
21,586754.185236028,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
22,649040.156639075,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
23,645401.797904081,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
24,710831.612628947,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
25,704065.593763861,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
26,772630.314120738,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
27,803526.042115674,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
28,792035.190933747,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
29,925312.225752176,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
30,896209.169845837,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
31,927101.708593501,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
32,868420.821689057,361.457602830132,0,5.60102864848954,-0.8,3,14.0025716212238
33,1057468.00449948,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
34,968000.58179799,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
35,1050687.57655078,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
36,1081586.49379299,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
37,1110445.32133174,331.325895472959,0,6.16720267296765,-0.9,3,15.4180066824191
38,1085299.83407371,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
39,1174270.72180026,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
40,1143947.68001149,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
41,1173274.34199379,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
42,1202607.20223187,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
